name,score,Unnamed: 2,class
advertisement_150298.jpg,0.5,3,2
person_004838.jpg,0.691176474,4,3
paintings_vanDyck10.jpg,0.514705896,3,2
transport_f60ab319-d30b020d.jpg,0.632352948,4,3
advertisement_145733.jpg,0.426470578,3,2
transport_0c8b32af-2d9a2bad.jpg,0.573529422,3,2
transport_db3757c8-00000000.jpg,0.602941155,4,3
advertisement_27339.jpg,0.617647052,4,3
scenes_dorm_room_00004596.jpg,0.514705896,3,2
person_004633.jpg,0.764705896,4,3
architecture_741970.jpg,0.470588237,3,2
advertisement_124301.jpg,0.338235289,2,1
paintings_vanEyck1.jpg,0.617647052,4,3
architecture_330391.jpg,0.514705896,3,2
person_003031.jpg,0.661764681,4,3
objects_car_COCO_train2014_000000581009.jpg,0.470588237,3,2
person_005601.jpg,0.75,4,3
scenes_jail_cell_00002330.jpg,0.470588237,3,2
paintings_Rusinol2.jpg,0.632352948,4,3
architecture_127982.jpg,0.485294104,3,2
abstract_35310.jpg,0.441176474,3,2
person_016357.jpg,0.735294104,4,3
paintings_Bordone2.jpg,0.647058845,4,3
person_001587.jpg,0.70588237,4,3
abstract_462135.jpg,0.073529415,1,0
architecture_623836.jpg,0.352941185,2,1
advertisement_161313.jpg,0.558823526,3,2
abstract_227654.jpg,0.382352948,2,1
paintings_MerrittChase8.jpg,0.264705896,2,1
scenes_stadium-baseball_00003661.jpg,0.735294104,4,3
advertisement_139050.jpg,0.558823526,3,2
advertisement_153738.jpg,0.279411763,2,1
architecture_799349.jpg,0.558823526,3,2
advertisement_54442.jpg,0.205882356,2,1
architecture_927651.jpg,0.470588237,3,2
abstract_109391.jpg,0.161764711,1,0
transport_ae9525e3-00000000.jpg,0.5,3,2
scenes_bathroom_00001215.jpg,0.455882341,3,2
person_018627.jpg,0.75,4,3
transport_5a463e45-8a75f5e9.jpg,0.602941155,4,3
architecture_913757.jpg,0.54411763,3,2
advertisement_76584.jpg,0.382352948,2,1
person_004172.jpg,0.54411763,3,2
scenes_ski_resort_00001487.jpg,0.514705896,3,2
transport_00bc0319-94af8380.jpg,0.588235319,3,2
objects_fork_COCO_train2014_000000258517.jpg,0.54411763,3,2
objects_laptop_COCO_train2014_000000507459.jpg,0.455882341,3,2
architecture_457417.jpg,0.573529422,3,2
transport_0e9166d9-0e0ce6f2.jpg,0.720588207,4,3
architecture_836139.jpg,0.661764681,4,3
objects_surfboard_COCO_train2014_000000490572.jpg,0.279411763,2,1
advertisement_67189.jpg,0.5,3,2
architecture_140478.jpg,0.294117659,2,1
transport_0b75c7f8-b96eda13.jpg,0.573529422,3,2
abstract_280205.jpg,0.573529422,3,2
advertisement_132440.jpg,0.485294104,3,2
objects_wine glass_COCO_train2014_000000057551.jpg,0.470588237,3,2
abstract_251849.jpg,0.632352948,4,3
advertisement_41316.jpg,0.323529422,2,1
architecture_770991.jpg,0.367647052,2,1
architecture_43223.jpg,0.455882341,3,2
objects_toilet_COCO_train2014_000000341534.jpg,0.485294104,3,2
scenes_escalator-indoor_00001084.jpg,0.5,3,2
architecture_137069.jpg,0.514705896,3,2
advertisement_105242.jpg,0.338235289,2,1
paintings_Lely7.jpg,0.352941185,2,1
advertisement_33363.jpg,0.617647052,4,3
architecture_402355.jpg,0.426470578,3,2
architecture_892399.jpg,0.529411793,3,2
architecture_440356.jpg,0.470588237,3,2
architecture_569543.jpg,0.558823526,3,2
objects_toothbrush_COCO_train2014_000000256741.jpg,0.470588237,3,2
objects_skis_COCO_train2014_000000312802.jpg,0.426470578,3,2
paintings_Wissing3.jpg,0.441176474,3,2
scenes_glacier_00003305.jpg,0.294117659,2,1
advertisement_104498.jpg,0.54411763,3,2
advertisement_175093.png,0.558823526,3,2
advertisement_29824.jpg,0.573529422,3,2
advertisement_41405.jpg,0.5,3,2
transport_5e05a518-adb7fc53.jpg,0.573529422,3,2
advertisement_110903.jpg,0.617647052,4,3
person_004558.jpg,0.617647052,4,3
architecture_866912.jpg,0.75,4,3
person_011640.jpg,0.602941155,4,3
person_003237.jpg,0.676470578,4,3
architecture_831268.jpg,0.70588237,4,3
transport_6c771cb8-b6f20e2f.jpg,0.632352948,4,3
abstract_98901.jpg,0.176470593,1,0
scenes_reception_00004117.jpg,0.485294104,3,2
transport_6ac1b1fd-02a687ea.jpg,0.54411763,3,2
architecture_756472.jpg,0.5,3,2
paintings_Manet20.jpg,0.441176474,3,2
transport_a91b7555-00001130.jpg,0.632352948,4,3
transport_0f80ec3e-7bb4c09d.jpg,0.70588237,4,3
transport_a91b7555-00001205.jpg,0.588235319,3,2
objects_parking meter_COCO_train2014_000000235034.jpg,0.455882341,3,2
abstract_941763.jpg,0.691176474,4,3
objects_banana_COCO_train2014_000000105620.jpg,0.470588237,3,2
advertisement_176262.png,0.455882341,3,2
scenes_shopfront_00002159.jpg,0.70588237,4,3
abstract_430221.jpg,0.235294119,2,1
paintings_vonBecker3.jpg,0.529411793,3,2
transport_2e13b91e-00000000.jpg,0.54411763,3,2
advertisement_138209.jpg,0.470588237,3,2
paintings_Hogarth1.jpg,0.441176474,3,2
objects_bear_COCO_train2014_000000465347.jpg,0.455882341,3,2
advertisement_52726.jpg,0.558823526,3,2
scenes_highway_00004921.jpg,0.455882341,3,2
transport_25b7445c-5f7dcc61.jpg,0.54411763,3,2
architecture_165427.jpg,0.558823526,3,2
paintings_Sisley11.jpg,0.514705896,3,2
advertisement_29060.jpg,0.426470578,3,2
person_012391.jpg,0.779411793,4,3
paintings_Levitan1.jpg,0.470588237,3,2
architecture_236921.jpg,0.441176474,3,2
person_019309.jpg,0.632352948,4,3
abstract_776316.jpg,0.367647052,2,1
advertisement_174930.png,0.5,3,2
scenes_courtyard_00003796.jpg,0.470588237,3,2
objects_refrigerator_COCO_train2014_000000463309.jpg,0.5,3,2
architecture_314731.jpg,0.441176474,3,2
advertisement_35358.jpg,0.691176474,4,3
paintings_Delaroche1.jpg,0.617647052,4,3
advertisement_109761.jpg,0.661764681,4,3
scenes_porch_00003447.jpg,0.514705896,3,2
paintings_ElGreco7.jpg,0.426470578,3,2
advertisement_177075.png,0.514705896,3,2
architecture_72144.jpg,0.455882341,3,2
transport_1067d00e-00000000.jpg,0.661764681,4,3
advertisement_120263.jpg,0.529411793,3,2
advertisement_170706.png,0.558823526,3,2
objects_skis_COCO_train2014_000000255660.jpg,0.54411763,3,2
transport_e720ca3a-1880b141.jpg,0.617647052,4,3
scenes_ballroom_00000854.jpg,0.558823526,3,2
paintings_Rembrandt22.jpg,0.308823526,2,1
person_005067.jpg,0.661764681,4,3
paintings_DirckHals1.jpg,0.75,4,3
paintings_deStomme1.jpg,0.485294104,3,2
scenes_living_room_00004139.jpg,0.617647052,4,3
architecture_37135.jpg,0.382352948,2,1
paintings_Rusinol14.jpg,0.5,3,2
transport_5a60425c-0c08ab98.jpg,0.529411793,3,2
scenes_corral_00001882.jpg,0.441176474,3,2
architecture_246290.jpg,0.205882356,2,1
person_015730.jpg,0.852941155,5,4
abstract_706654.jpg,0.338235289,2,1
abstract_368112.jpg,0.279411763,2,1
advertisement_92358.jpg,0.514705896,3,2
objects_oven_COCO_train2014_000000546517.jpg,0.5,3,2
scenes_sushi_bar_00004964.jpg,0.558823526,3,2
objects_fire hydrant_COCO_train2014_000000289621.jpg,0.514705896,3,2
transport_b19d350d-e452bf5a.jpg,0.573529422,3,2
paintings_Ingres5.jpg,0.294117659,2,1
advertisement_172982.png,0.5,3,2
architecture_293334.jpg,0.5,3,2
person_001767.jpg,0.691176474,4,3
person_017353.jpg,0.70588237,4,3
abstract_40640.jpg,0.411764711,3,2
paintings_Surikov3.jpg,0.75,4,3
abstract_364449.jpg,0.25,2,1
objects_bowl_COCO_train2014_000000324923.jpg,0.779411793,4,3
abstract_29192.jpg,0.191176474,1,0
scenes_barn_00001540.jpg,0.411764711,3,2
person_013123.jpg,0.617647052,4,3
architecture_860393.jpg,0.455882341,3,2
paintings_Constable24.jpg,0.264705896,2,1
objects_parking meter_COCO_train2014_000000205887.jpg,0.485294104,3,2
architecture_664205.jpg,0.573529422,3,2
objects_mouse_COCO_train2014_000000452072.jpg,0.5,3,2
advertisement_18145.jpg,0.308823526,2,1
objects_pizza_COCO_train2014_000000101248.jpg,0.54411763,3,2
objects_skis_COCO_train2014_000000062067.jpg,0.5,3,2
transport_0478d053-f5bb4831.jpg,0.632352948,4,3
scenes_sandbox_00000312.jpg,0.455882341,3,2
transport_1f44d8f2-cc377355.jpg,0.602941155,4,3
paintings_Keil1.jpg,0.5,3,2
advertisement_144487.jpg,0.5,3,2
advertisement_27720.jpg,0.308823526,2,1
scenes_auto_factory_00000544.jpg,0.602941155,4,3
person_004867.jpg,0.676470578,4,3
objects_handbag_COCO_train2014_000000359470.jpg,0.411764711,3,2
abstract_945063.jpg,0.014705882,1,0
architecture_843793.jpg,0.294117659,2,1
person_011805.jpg,0.808823526,5,4
transport_c487163b-df7cf49a.jpg,0.617647052,4,3
person_012335.jpg,0.676470578,4,3
abstract_228123.jpg,0.220588237,2,1
transport_703d912f-840e5963.jpg,0.573529422,3,2
scenes_diner-outdoor_00002520.jpg,0.485294104,3,2
advertisement_24713.jpg,0.735294104,4,3
paintings_vanDyck18.jpg,0.588235319,3,2
scenes_park_00002095.jpg,0.514705896,3,2
transport_6c28e6bc-0557569d.jpg,0.529411793,3,2
transport_1838b0b3-00000000.jpg,0.529411793,3,2
abstract_94233.jpg,0.220588237,2,1
transport_fec320be-00000000.jpg,0.485294104,3,2
objects_tv_COCO_train2014_000000398133.jpg,0.5,3,2
scenes_art_gallery_00001244.jpg,0.573529422,3,2
advertisement_150663.jpg,0.367647052,2,1
person_010051.jpg,0.735294104,4,3
objects_bird_COCO_train2014_000000255051.jpg,0.220588237,2,1
objects_bear_COCO_train2014_000000172036.jpg,0.441176474,3,2
